  score_SW    perc_divg    perc_del    perc_ins  sequid                         begin     end  orient    name                default_repclass               overlapping      bp_naive    bp_algor
       575         18.7         2.4         0.8  Scaffold_10028_HRSCAF_11539     2468    2628  C         rnd-6_family-1878   DNA/TcMar-Tc1                  False                 161         161
      1518         12.6         0.4         2.4  Scaffold_10028_HRSCAF_11539     2630    2882  +         rnd-5_family-4088   __ClassII_DNA_hAT_MITE         False                 253         253
      2888          9           3           2.1  Scaffold_10028_HRSCAF_11539     2884    3349  +         rnd-5_family-4088   __ClassII_DNA_hAT_MITE         False                 466         466
      5094         21.2         7.6         1.8  Scaffold_10028_HRSCAF_11539     3352    4552  C         rnd-1_family-167    DNA/TcMar-Tc1                  False                1201        1201
       387         23.4         1.2         1.8  Scaffold_10028_HRSCAF_11539     4852    4956  C         rnd-6_family-3456   rRNA                           False                 105         105
       361          8           0           0    Scaffold_10028_HRSCAF_11539     4957    5006  +         rnd-1_family-1068   DNA/hAT-Charlie                True                   50           7
      1930          8.4        12.2         1.6  Scaffold_10028_HRSCAF_11539     4964    5314  C         rnd-5_family-2546   DNA/hAT-Charlie                False                 351         351
       345         18.8         0           0    Scaffold_10028_HRSCAF_11539     5007    5020  C         ltr-1_family-1252   LTR/Pao                        True                   14           0
      3756          5.7         0           0.8  Scaffold_10028_HRSCAF_11539     5316    5815  +         rnd-5_family-6867   DNA/Kolobok-Hydra              False                 500         500
       294         21.3         5.2         2.5  Scaffold_10028_HRSCAF_11539     6924    7000  +         rnd-6_family-1360   __ClassI_LTR_Gypsy             False                  77          77
       559         23.3        10.5         0    Scaffold_10028_HRSCAF_11539     7022    7154  C         rnd-5_family-817    __unknown                      False                 133         133
       914         29.4         1.9         5.7  Scaffold_10028_HRSCAF_11539     7463    7985  C         rnd-6_family-3467   LINE/RTE-BovB                  False                 523         523
       274         23.9         0           4.5  Scaffold_10028_HRSCAF_11539     8020    8089  C         rnd-5_family-5088   __ClassII_DNA_hAT_MITE         False                  70          70
        13         20.7         4.3         2.1  Scaffold_10028_HRSCAF_11539     8121    8166  +         (ATTT)n             Simple_repeat                  False                  46          46
        39          0           0           0    Scaffold_10028_HRSCAF_11539     8911    8946  +         (AAAT)n             Simple_repeat                  False                  36          36
        11         20.8         7.5         4.3  Scaffold_10028_HRSCAF_11539     9041    9107  +         (ATTACTT)n          Simple_repeat                  False                  67          67
      1360         12.1         4           1.3  Scaffold_10028_HRSCAF_11539     9348    9537  +         rnd-6_family-3711   LINE/I                         False                 190         190
       244         14.6         2.1         0    Scaffold_10028_HRSCAF_11539     9538    9585  +         rnd-6_family-2090   __ClassII_DNA_Harbinger_MITE   False                  48          48
       241         21.9         1.6         0    Scaffold_10028_HRSCAF_11539     9586    9601  C         rnd-6_family-2654   DNA/hAT-Charlie                False                  16          16
       931         12           1.3         2    Scaffold_10028_HRSCAF_11539     9743    9842  C         rnd-1_family-1097   LINE/L2                        False                 100         100
      2517          6           0.8         6.4  Scaffold_10028_HRSCAF_11539     9843   10237  +         rnd-6_family-1708   __ClassII_DNA_hAT_MITE         False                 395         395
      2439          9.6         1.9         6    Scaffold_10028_HRSCAF_11539     9854   10286  +         rnd-5_family-1162   __ClassI_LTR                   True                  433          49
      1899         11.7         2.6         1.4  Scaffold_10028_HRSCAF_11539    10026   10373  C         rnd-1_family-1097   LINE/L2                        True                  348          87
      2134         27.1         1.4         1.9  Scaffold_10028_HRSCAF_11539    10399   11472  C         rnd-1_family-378    LINE/L2                        False                1074        1074
       899         19.8         1.2        14.1  Scaffold_10028_HRSCAF_11539    11598   11932  +         rnd-6_family-2292   __ClassII_DNA_TcMar_MITE       False                 335         335
        12         16.9         2.9         2.9  Scaffold_10028_HRSCAF_11539    11935   11969  +         (ATA)n              Simple_repeat                  False                  35          35
       898         26           6.5         4.3  Scaffold_10028_HRSCAF_11539    12017   12119  +         rnd-1_family-415    LINE/L2                        False                 103         103
       924         22.7         5.7         2.2  Scaffold_10028_HRSCAF_11539    12120   12507  C         rnd-1_family-527    __ClassII_MITE                 False                 388         388
       898         26           6.5         4.3  Scaffold_10028_HRSCAF_11539    12508   12630  +         rnd-1_family-415    LINE/L2                        False                 123         123
      2545         28.6         1.4         2.6  Scaffold_10028_HRSCAF_11539    12644   13654  C         rnd-6_family-5077   DNA/TcMar-Tc1                  False                1011        1011
      1062          9.7         2.7         0.5  Scaffold_10028_HRSCAF_11539    13657   13843  +         rnd-1_family-906    LINE/RTE-BovB                  False                 187         187
       791          7.3         0           0.9  Scaffold_10028_HRSCAF_11539    13869   13979  +         rnd-5_family-2828   __ClassII_DNA_hAT_MITE         False                 111         111
       748         13.6         0           0    Scaffold_10028_HRSCAF_11539    13979   14088  C         rnd-5_family-945    DNA/TcMar-Tc1                  True                  110         110
       563         14.2         6.2         7    Scaffold_10028_HRSCAF_11539    14674   14817  +         rnd-6_family-11756  __ClassII_DNA_TcMar_MITE       True                  144          33
      3310          5.1         7.7         0.2  Scaffold_10028_HRSCAF_11539    14707   15135  +         rnd-4_family-70     LINE/Penelope                  False                 429         429
      8963          5.2         0.2         0.1  Scaffold_10028_HRSCAF_11539    15165   16331  +         rnd-1_family-640    LINE/Penelope                  False                1167        1167
      7119          4.8         0.1         0.3  Scaffold_10028_HRSCAF_11539    15549   16474  +         rnd-6_family-656    __ClassII_nMITE                True                  926         143
       301         13.8         1.7         3.4  Scaffold_10028_HRSCAF_11539    16467   16526  +         rnd-1_family-42     __ClassII_DNA_Harbinger_MITE   True                   60          -1
      1208          3.5         0           0    Scaffold_10028_HRSCAF_11539    16474   16615  +         rnd-1_family-18     SINE/tRNA-Deu                  False                 142         142
       289         10           0           4    Scaffold_10028_HRSCAF_11539    16608   16659  C         rnd-3_family-840    SINE/tRNA-Meta                 True                   52          -1
       336          8           0           0    Scaffold_10028_HRSCAF_11539    16615   16664  +         rnd-1_family-16     SINE/ID                        False                  50          50
       230          7.1         2.4         0    Scaffold_10028_HRSCAF_11539    16663   16704  C         rnd-1_family-550    __ClassII_DNA_hAT_nMITE        True                   42          40
       286          2.6         0           0    Scaffold_10028_HRSCAF_11539    16711   16749  +         rnd-1_family-550    __ClassII_DNA_hAT_nMITE        False                  39          39
       260         18.4         1.6         4.9  Scaffold_10028_HRSCAF_11539    16981   17043  +         rnd-6_family-5592   LINE/I                         False                  63          63
       232         23.9         0           0    Scaffold_10028_HRSCAF_11539    17507   17552  C         rnd-4_family-1684   __ClassII_DNA_hAT_MITE         False                  46          46
      1282         21.2         0.3         0.3  Scaffold_10028_HRSCAF_11539    17575   17887  +         rnd-1_family-641    DNA/TcMar-Tc1                  False                 313         313
      2274         27.2         0.9         1.4  Scaffold_10028_HRSCAF_11539    17888   18408  C         rnd-1_family-479    DNA                            False                 521         521
       553         14.7         0           0    Scaffold_10028_HRSCAF_11539    18409   18503  C         rnd-1_family-1511   __ClassI_LTR                   False                  95          95
       238         18           0           2    Scaffold_10028_HRSCAF_11539    18509   18559  C         rnd-6_family-13574  __ClassII_DNA_TcMar_MITE       False                  51          51
      1725         10.8         1.4         8    Scaffold_10028_HRSCAF_11539    18917   19208  C         rnd-6_family-7943   __ClassII_DNA_hAT_MITE         False                 292         292
       264         18.8         0          11.4  Scaffold_10028_HRSCAF_11539    19140   19217  C         rnd-6_family-10032  __ClassII_DNA_hAT_nMITE        True                   78           9
      1247         14.4         0           1.5  Scaffold_10028_HRSCAF_11539    20607   20804  C         rnd-1_family-79     DNA/TcMar-Pogo                 False                 198         198
       464         22.6         0           1.1  Scaffold_10028_HRSCAF_11539    20724   20817  C         ltr-1_family-672    LTR/Gypsy                      True                   94          10
      6991          7.8         5.5         2.3  Scaffold_10028_HRSCAF_11539    20815   22190  C         rnd-5_family-2943   __ClassII_nMITE                False                1376        1376
       401         21.8         9.4         3.4  Scaffold_10028_HRSCAF_11539    22717   22741  +         ltr-1_family-561    LTR/Pao                        False                  25          25
       674          8.9         5.3         0.8  Scaffold_10028_HRSCAF_11539    22742   22854  +         rnd-5_family-1585   __ClassII_DNA_CACTA_nMITE      True                  113          13
      1194         15.1         0           4.4  Scaffold_10028_HRSCAF_11539    22755   22989  C         rnd-6_family-2118   DNA                            False                 235         235
       665          9.3         3.6         7.4  Scaffold_10028_HRSCAF_11539    22885   23024  +         rnd-3_family-57     DNA                            True                  140          35
        99          0           0           4.8  Scaffold_10028_HRSCAF_11539    23125   23233  +         (TTTC)n             Simple_repeat                  False                 109         109
      9561         10.2         3.6         2.3  Scaffold_10028_HRSCAF_11539    23747   25317  C         rnd-1_family-241    DNA/TcMar-Tc1                  False                1571        1571
      3164          4           1.2         2.5  Scaffold_10028_HRSCAF_11539    25409   25919  C         rnd-5_family-33     DNA                            False                 511         511
       355         24.8         3.5         4.9  Scaffold_10028_HRSCAF_11539    25931   26074  C         rnd-4_family-895    __ClassII_DNA_hAT_MITE         True                  144          18
      2068          0.9         0           0    Scaffold_10028_HRSCAF_11539    25949   26179  C         ltr-1_family-19     LTR/Copia                      False                 231         231
     27170          3.3         0           0.1  Scaffold_10029_HRSCAF_11540        7    3237  C         rnd-6_family-265    LINE/RTE-RTE                   False                3231        3231
        20          7.9         0           0    Scaffold_1002_HRSCAF_1230          2      28  +         (A)n                Simple_repeat                  False                  27          27
      1809         13           3.7        13.6  Scaffold_1002_HRSCAF_1230         98     588  +         rnd-5_family-2546   DNA/hAT-Charlie                False                 491         491
       297         10.4         4.2         0    Scaffold_1002_HRSCAF_1230        548     595  C         rnd-1_family-1068   DNA/hAT-Charlie                True                   48           7
      2817          0.3         0.6         0.3  Scaffold_1002_HRSCAF_1230        663    1012  C         rnd-6_family-381    DNA/PiggyBac                   False                 350         350
      4666          0.9         0           1.3  Scaffold_1002_HRSCAF_1230       1148    1709  C         rnd-6_family-381    DNA/PiggyBac                   False                 562         562
     14357          2.8         0           0    Scaffold_10030_HRSCAF_11541        1    1691  +         rnd-6_family-265    LINE/RTE-RTE                   False                1691        1691
       260         25           1.5         2.8  Scaffold_10030_HRSCAF_11541     1788    1867  C         rnd-4_family-303    LINE/I                         False                  80          80
      1051          6.8         0           0    Scaffold_10030_HRSCAF_11541     1894    2026  C         rnd-1_family-110    __ClassI_LTR                   True                  133          23
      3010          6.7         7.4         0.2  Scaffold_10030_HRSCAF_11541     1917    2350  C         rnd-1_family-58     __ClassII_DNA_CACTA_MITE       False                 434         434
       627         16           1.2         9.2  Scaffold_10030_HRSCAF_11541     2027    2049  C         rnd-4_family-1434   DNA/TcMar-Tigger               True                   23           0
      3906          3.1         3.1         0.4  Scaffold_10030_HRSCAF_11541     2351    2830  +         rnd-5_family-2010   __ClassII_DNA_CACTA_MITE       True                  480         439
      5306          7.5         0.6         1    Scaffold_10030_HRSCAF_11541     2790    3501  +         rnd-1_family-709    DNA/hAT-Blackjack              False                 712         712
      1040          8.8        13.8         2.1  Scaffold_10030_HRSCAF_11541     3502    3574  +         rnd-1_family-68     __ClassII_DNA_hAT_nMITE        False                  73          73
     17680          4.3         0           0    Scaffold_10031_HRSCAF_11542        1    2167  +         rnd-5_family-31     LINE/RTE-RTE                   False                2167        2167
      6883          1.3         0.1         0    Scaffold_10032_HRSCAF_11545        1     787  +         rnd-5_family-43     LINE/RTE-RTE                   False                 787         787
        17          0           4.8         0    Scaffold_10032_HRSCAF_11545      925     945  +         (TA)n               Simple_repeat                  False                  21          21
      1009          9.7         0           1.3  Scaffold_10032_HRSCAF_11545     1437    1593  +         rnd-6_family-18     LINE/RTE-RTE                   True                  157         147
      5596          3.7         0           0.3  Scaffold_10032_HRSCAF_11545     1584    2288  C         rnd-4_family-253    LINE/RTE-RTE                   False                 705         705
        17          0           0           0    Scaffold_10032_HRSCAF_11545     2289    2307  +         (TA)n               Simple_repeat                  False                  19          19
     19908          2.5         0.1         0    Scaffold_10032_HRSCAF_11545     2308    4695  +         rnd-1_family-98     LINE/Dong-R4                   False                2388        2388
        29         21.3         8.3         0    Scaffold_10033_HRSCAF_11546      688     795  +         (TATGTT)n           Simple_repeat                  False                 108         108
       962         29.5         3           2.1  Scaffold_10033_HRSCAF_11546     1551    1886  +         rnd-5_family-817    __unknown                      False                 336         336
       331         24.5         1           2.1  Scaffold_10033_HRSCAF_11546     1877    1972  +         rnd-6_family-7237   __ClassII_MITE                 True                   96          86
       328         14.9         3           0    Scaffold_10033_HRSCAF_11546     1980    2046  +         rnd-3_family-351    __ClassI_LTR_Gypsy             False                  67          67
      2268          5.9         0           0    Scaffold_10033_HRSCAF_11546     2159    2448  C         rnd-6_family-2543   __ClassII_nMITE                False                 290         290
       416         14.1         3           1    Scaffold_10033_HRSCAF_11546     2447    2546  C         rnd-5_family-5629   DNA/TcMar-Tc1                  True                  100          88
      4126         15.1         2.6        11    Scaffold_10033_HRSCAF_11546     2537    3650  C         rnd-5_family-5629   DNA/TcMar-Tc1                  False                1114        1114
      1175          7           2.6         0    Scaffold_10033_HRSCAF_11546     3655    3810  C         rnd-6_family-4062   DNA/TcMar-Tc1                  False                 156         156
       753         14           2.2         0.7  Scaffold_10033_HRSCAF_11546     3828    3964  C         rnd-6_family-15127  __ClassI_LTR_Gypsy             False                 137         137
      2067          1.7         0           0    Scaffold_10033_HRSCAF_11546     4041    4276  +         ltr-1_family-19     LTR/Copia                      False                 236         236
      1921          6.2         0.3         5.4  Scaffold_10033_HRSCAF_11546     4277    4330  +         rnd-2_family-36     SINE/ID                        False                  54          54
      1807         11.8         2.2         0    Scaffold_10033_HRSCAF_11546     4280    4550  C         rnd-6_family-5098   DNA/TcMar-Tigger               True                  271         220
      1048         17.8         6.2         1.9  Scaffold_10033_HRSCAF_11546     4548    4805  C         rnd-5_family-1103   DNA/P                          True                  258         255
       732         15.6         1.8         9.5  Scaffold_10033_HRSCAF_11546     4806    4898  +         rnd-6_family-1916   __ClassII_DNA_TcMar_MITE       True                   93           5
      1150         12.2         0           0.6  Scaffold_10033_HRSCAF_11546     4811    4983  +         rnd-6_family-3840   __ClassI_LTR_Gypsy             False                 173         173
       366         25           1.5         9.8  Scaffold_10033_HRSCAF_11546     4907    5039  +         rnd-5_family-2581   __ClassII_DNA_hAT_nMITE        True                  133           0
       615         20.2         7.1         6.6  Scaffold_10033_HRSCAF_11546     4944    5139  +         rnd-4_family-1801   __ClassII_DNA_Mutator_nMITE    True                  196          87
       731         15.9         1.1        23.4  Scaffold_10033_HRSCAF_11546     5071    5357  +         rnd-5_family-164    __ClassII_DNA_hAT_nMITE        False                 287         284
       245         20.6         4.1         0    Scaffold_10033_HRSCAF_11546     5296    5368  C         rnd-5_family-164    __ClassII_DNA_hAT_nMITE        True                   73           0
      1143         13.4         4.3         0    Scaffold_10033_HRSCAF_11546     5355    5541  C         rnd-5_family-4802   DNA/TcMar-Tigger               False                 187         187
       487          5.9         2.9         0    Scaffold_10033_HRSCAF_11546     5858    5925  +         rnd-4_family-1412   __ClassII_DNA_hAT_MITE         False                  68          57
       384         11.4         1.4         2.8  Scaffold_10033_HRSCAF_11546     5862    5933  +         ltr-1_family-833    LTR/Gypsy                      True                   72           0
       959         11.2         2.5         0    Scaffold_10033_HRSCAF_11546     5915    6074  +         rnd-4_family-2232   __ClassII_DNA_TcMar_MITE       False                 160         160
       290         30.5         2.5         0.8  Scaffold_10033_HRSCAF_11546     6037    6155  +         rnd-4_family-895    __ClassII_DNA_hAT_MITE         True                  119           3
       433         24.1         3.5         0    Scaffold_10033_HRSCAF_11546     6078    6193  +         rnd-4_family-4704   DNA/hAT-Charlie                False                 116         116
      3566          5.3         1.4         3.1  Scaffold_10033_HRSCAF_11546     6213    6855  C         rnd-6_family-903    __ClassII_DNA_TcMar_MITE       False                 643         643
       237         15.1         5.5         3.6  Scaffold_10033_HRSCAF_11546     6858    6912  C         rnd-6_family-2205   SINE/U                         False                  55          55
       359         16.1        14.4         4.4  Scaffold_10033_HRSCAF_11546     6979    7082  C         rnd-3_family-529    __ClassII_MITE                 True                  104          77
       613         25.5         4.4         3.4  Scaffold_10033_HRSCAF_11546     7056    7076  +         ltr-1_family-672    LTR/Gypsy                      False                  21          21
       671         19.1         1.8         4.4  Scaffold_10033_HRSCAF_11546     7077    7240  C         rnd-5_family-3339   DNA/hAT-Tip100                 False                 164         164
       613         25.5         4.4         3.4  Scaffold_10033_HRSCAF_11546     7241    7258  +         ltr-1_family-672    LTR/Gypsy                      False                  18          18
       347         13.1         6.5        11.6  Scaffold_10033_HRSCAF_11546     7753    7872  C         rnd-5_family-2677   LINE/L2                        False                 120         120
       982         27.7         2.5         2.1  Scaffold_10033_HRSCAF_11546     8376    8873  +         rnd-6_family-1653   DNA/Merlin                     False                 498         498
     15276          0.5         0           0    Scaffold_10034_HRSCAF_11547        1    1725  +         rnd-1_family-14     LINE/RTE-RTE                   False                1725        1725
       271         18           0           4    Scaffold_10034_HRSCAF_11547     1715    1766  C         rnd-6_family-2943   DNA/hAT-Charlie                True                   52          41
       358         16.1         9.1         1.1  Scaffold_10034_HRSCAF_11547     1784    1871  +         rnd-4_family-578    __ClassII_DNA_TcMar_nMITE      False                  88          88
      1634         14.5         0           0    Scaffold_10034_HRSCAF_11547     1876    2123  C         rnd-4_family-44     __ClassII_MITE                 False                 248         248
      1521         20.8         1.1         2.2  Scaffold_10034_HRSCAF_11547     2118    2476  +         rnd-4_family-578    __ClassII_DNA_TcMar_nMITE      True                  359         353
     11055          1.2         0           0    Scaffold_10034_HRSCAF_11547     4450    5707  +         rnd-1_family-29     LINE/RTE-RTE                   False                1258        1258
       357         29.4         1.2         4.3  Scaffold_10034_HRSCAF_11547     6044    6210  C         rnd-5_family-173    DNA/hAT-hAT5                   True                  167          37
       621         14.7         1.6         4.8  Scaffold_10034_HRSCAF_11547     6081    6209  C         rnd-5_family-461    __ClassII_DNA_hAT_MITE         True                  129          15
       627         14.9         2.6         0    Scaffold_10034_HRSCAF_11547     6088    6201  C         rnd-4_family-824    __ClassII_MITE                 False                 114         114
       600         22.5         1.4         2.1  Scaffold_10034_HRSCAF_11547     6202    6229  +         rnd-3_family-172    __ClassII_DNA_hAT_MITE         False                  28          20
        12         15.3         3.5         0    Scaffold_10034_HRSCAF_11547     6613    6641  +         (TTAA)n             Simple_repeat                  False                  29          29
       682          5.8         1.9         1.9  Scaffold_10034_HRSCAF_11547     6870    6974  +         rnd-1_family-433    __ClassII_DNA_TcMar_MITE       True                  105          14
      1859          2.8         0           0    Scaffold_10034_HRSCAF_11547     6884    7098  C         ltr-1_family-19     LTR/Copia                      False                 215         215
        13         26.8         1.8         3.6  Scaffold_10034_HRSCAF_11547     7260    7316  +         (TTAA)n             Simple_repeat                  False                  57          57
       244         27.1         0           0    Scaffold_10034_HRSCAF_11547     7369    7427  +         rnd-6_family-4985   __ClassII_DNA_TcMar_MITE       False                  59          59
      2057          4.7         0           2    Scaffold_10034_HRSCAF_11547     8407    8665  +         rnd-1_family-45     __ClassII_MITE                 False                 259         259
       853         25.8         3.2         1.8  Scaffold_10034_HRSCAF_11547     8854    9070  C         rnd-6_family-3329   SINE/ID                        False                 217         217
      1168         17.4         1.1         6    Scaffold_10034_HRSCAF_11547     9477    9548  C         rnd-6_family-503    SINE/tRNA                      False                  72          72
      1588          5.3         1           0.5  Scaffold_10034_HRSCAF_11547     9549    9756  +         rnd-2_family-108    tRNA                           False                 208         208
       236         14.4         0          16    Scaffold_10034_HRSCAF_11547     9721    9778  C         ltr-1_family-587    LTR/Pao                        True                   58          22
       229         19.7         1.7         3.5  Scaffold_10034_HRSCAF_11547     9960   10017  C         rnd-6_family-2834   __ClassI_LTR_BEL               True                   58          18
       252         23.1         0           0    Scaffold_10034_HRSCAF_11547     9978   10029  +         rnd-6_family-131    LINE/I                         False                  52          52
       231         28.3         0           0    Scaffold_10034_HRSCAF_11547     9979   10038  +         rnd-6_family-1147   __ClassII_MITE                 True                   60           9
       696         23.5         4.9         1.9  Scaffold_10034_HRSCAF_11547    10710   10913  +         rnd-1_family-7      SINE/tRNA-Deu-CR1              False                 204         204
       276         27.3        16.2         5    Scaffold_10034_HRSCAF_11547    10711   10945  +         ltr-1_family-19     LTR/Copia                      True                  235          21
       523         26.7         0           0    Scaffold_10034_HRSCAF_11547    10935   11054  +         rnd-5_family-817    __unknown                      False                 120         120
       302         22.1         1.5         0    Scaffold_10034_HRSCAF_11547    11053   11120  C         rnd-5_family-817    __unknown                      True                   68          66
       268         23.4         1.6         0    Scaffold_10034_HRSCAF_11547    11142   11205  C         rnd-4_family-350    __ClassII_DNA_TcMar_nMITE      True                   64          16
       314         16           0           0    Scaffold_10034_HRSCAF_11547    11158   11207  +         rnd-5_family-491    SINE/ID                        True                   50          18
       482         28.3         3.4         1.3  Scaffold_10034_HRSCAF_11547    11176   11194  C         rnd-5_family-13     __ClassI_LTR_BEL               False                  19          19
       511         20.7         4.3         0.8  Scaffold_10034_HRSCAF_11547    11195   11311  +         rnd-2_family-119    __unknown                      True                  117          14
       641         21.4         2.2         1.5  Scaffold_10034_HRSCAF_11547    11209   11369  +         rnd-5_family-2285   SINE/ID                        False                 161         161
       482         28.3         3.4         1.3  Scaffold_10034_HRSCAF_11547    11312   11322  C         rnd-5_family-13     __ClassI_LTR_BEL               True                   11           0
        17         18           4.5         0    Scaffold_10034_HRSCAF_11547    11575   11618  +         (ATT)n              Simple_repeat                  False                  44          44
       947         25           4.7         0    Scaffold_10034_HRSCAF_11547    11794   12005  C         rnd-1_family-7      SINE/tRNA-Deu-CR1              False                 212         212
      4924          5.9         1.7         0.9  Scaffold_10034_HRSCAF_11547    12012   12664  C         rnd-6_family-4564   __ClassII_DNA_hAT_MITE         False                 653         653
       574         24.8         2.8         0    Scaffold_10034_HRSCAF_11547    12669   12809  C         rnd-5_family-1350   __ClassII_DNA_hAT_MITE         False                 141         141
       564         28.7         1.8         3.8  Scaffold_10034_HRSCAF_11547    12810   12824  C         rnd-6_family-3329   SINE/ID                        False                  15          15
       235         21.4        22.5         0    Scaffold_10034_HRSCAF_11547    12901   12989  C         rnd-4_family-1508   __ClassII_nMITE                False                  89          89
       307         19.1         2          10.9  Scaffold_10034_HRSCAF_11547    13335   13434  C         rnd-6_family-131    LINE/I                         False                 100         100
       364         31.1         7.6         2.4  Scaffold_10034_HRSCAF_11547    13564   13594  +         rnd-5_family-247    __ClassI_LTR_Gypsy             False                  31          31
       457         29.6         4.3         0.6  Scaffold_10034_HRSCAF_11547    13595   13619  C         rnd-6_family-546    __ClassI_LTR_Gypsy             False                  25          25
       475         27.4         1.5         1.5  Scaffold_10034_HRSCAF_11547    13620   13756  +         rnd-4_family-337    __ClassII_MITE                 True                  137          43
      1090         22           3.2         0    Scaffold_10034_HRSCAF_11547    13663   13880  +         rnd-6_family-2560   __ClassII_DNA_TcMar_unknown    False                 218         218
       359         30.1         8.9         5.2  Scaffold_10034_HRSCAF_11547    13762   13782  +         rnd-1_family-7      SINE/tRNA-Deu-CR1              True                   21           0
       347         24.5         7.1         7.1  Scaffold_10034_HRSCAF_11547    14212   14365  C         rnd-5_family-938    __ClassII_DNA_hAT_MITE         True                  154          20
       763         19.2         5.7         1.2  Scaffold_10034_HRSCAF_11547    14232   14389  C         rnd-6_family-3329   SINE/ID                        False                 158         158
       285         24.7        15.6         3.3  Scaffold_10034_HRSCAF_11547    14410   14518  +         rnd-1_family-519    DNA/hAT-Charlie                False                 109         109
       273         14.6         7.6         4.9  Scaffold_10034_HRSCAF_11547    14560   14638  +         rnd-6_family-21288  DNA/P                          True                   79          21
       369         13.1         5.8         3.4  Scaffold_10034_HRSCAF_11547    14581   14667  C         rnd-6_family-1401   __ClassII_DNA_hAT_nMITE        True                   87          21
       469          1.8         0           0    Scaffold_10034_HRSCAF_11547    14602   14656  +         rnd-5_family-54     DNA/TcMar-Tc1                  False                  55          55
       469          7.4         1.4         1.4  Scaffold_10034_HRSCAF_11547    14657   14669  +         ltr-1_family-603    LTR/Gypsy                      False                  13          13
       860         13.6         2.6         4    Scaffold_10034_HRSCAF_11547    14694   14846  C         rnd-4_family-2828   __ClassII_DNA_hAT_MITE         False                 153         153
       767         15.2         0.6        10    Scaffold_10034_HRSCAF_11547    14847   14868  +         rnd-3_family-961    __unknown                      False                  22          22
      2233         13.6         5.5         0.7  Scaffold_10034_HRSCAF_11547    14919   15340  C         rnd-6_family-11107  __ClassII_nMITE                False                 422         422
      1911         10.9         9.2         0.5  Scaffold_10034_HRSCAF_11547    15434   15791  C         rnd-6_family-11107  __ClassII_nMITE                False                 358         358
       871          1           0           0    Scaffold_10034_HRSCAF_11547    16452   16549  +         rnd-5_family-1498   LINE/L2                        False                  98          98
       784          8.5         6.8         0    Scaffold_10034_HRSCAF_11547    16550   16569  C         ltr-1_family-540    LTR/Pao                        False                  20          20
      3709          2.1         0           0.5  Scaffold_10034_HRSCAF_11547    16900   17339  C         rnd-1_family-115    DNA/TcMar-Tc1                  False                 440         440
       864         24.9         3           0.5  Scaffold_10034_HRSCAF_11547    17369   17570  +         rnd-6_family-3329   SINE/ID                        False                 202         202
       264         26.4        12.8         3.4  Scaffold_10034_HRSCAF_11547    17416   17460  C         rnd-3_family-422    DNA/CMC-EnSpm                  True                   45           0
       386         27.6         1.6         0.8  Scaffold_10034_HRSCAF_11547    17461   17584  +         rnd-6_family-2205   SINE/U                         True                  124           4
       435         21.9         1           1    Scaffold_10034_HRSCAF_11547    17575   17671  +         rnd-5_family-817    __unknown                      False                  97          97
       264         26.4        12.8         3.4  Scaffold_10034_HRSCAF_11547    17585   17603  C         rnd-3_family-422    DNA/CMC-EnSpm                  True                   19           0
      1047         21.7         6.2         0.7  Scaffold_10034_HRSCAF_11547    18013   18272  +         rnd-4_family-41     DNA/hAT-Tip100                 False                 260         260
       851         23           4           0    Scaffold_10034_HRSCAF_11547    18081   18302  C         rnd-5_family-2362   DNA/TcMar-Tigger               True                  222          30
       375         29.9         8.4         1    Scaffold_10034_HRSCAF_11547    19262   19440  C         rnd-5_family-721    __ClassI_LTR_Gypsy             False                 179         179
       567         23.5         1.3         3.4  Scaffold_10034_HRSCAF_11547    20019   20038  +         ltr-1_family-575    DNA/TcMar-Tigger               False                  20          20
       784         18.5         3.4         0    Scaffold_10034_HRSCAF_11547    20039   20184  C         rnd-4_family-2828   __ClassII_DNA_hAT_MITE         False                 146         146
       461         26.1         0          14.5  Scaffold_10034_HRSCAF_11547    20043   20208  C         rnd-5_family-277    DNA/hAT-Tip100                 True                  166          24
       544         27.5         0           0.8  Scaffold_10034_HRSCAF_11547    21002   21133  +         rnd-4_family-13     SINE/tRNA-Core                 False                 132         128
       511         24.6         4.8         3.1  Scaffold_10034_HRSCAF_11547    21101   21289  +         rnd-5_family-1088   __ClassII_DNA_TcMar_MITE       True                  189           0
       577         22.9         0.8         0.8  Scaffold_10034_HRSCAF_11547    21130   21261  +         rnd-6_family-3329   SINE/ID                        True                  132          24
      1452         22.8         5.9         0    Scaffold_10034_HRSCAF_11547    21154   21491  +         rnd-1_family-7      SINE/tRNA-Deu-CR1              False                 338         338
       326         27.8        14.7         0.8  Scaffold_10034_HRSCAF_11547    21262   21351  +         rnd-5_family-1073   __ClassII_nMITE                True                   90           0
       569         29.2         8.6         1.8  Scaffold_10034_HRSCAF_11547    21312   21520  C         rnd-3_family-212    __ClassI_LTR_Gypsy             False                 209          29
       233          8.2        10.2         0    Scaffold_10034_HRSCAF_11547    21543   21591  +         rnd-4_family-139    RC/Helitron                    False                  49          49
        15          4.7         4.5         0    Scaffold_10034_HRSCAF_11547    21897   21918  +         (AT)n               Simple_repeat                  False                  22          22
       342         27.9         1.1        11    Scaffold_10034_HRSCAF_11547    22109   22378  C         ltr-1_family-101    __ClassII_DNA_hAT_nMITE        False                 270         270
      6011         21.9         5.3         1.3  Scaffold_10034_HRSCAF_11547    22923   24290  +         rnd-1_family-1038   LINE/Penelope                  False                1368        1368
